customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
1173-NOEYG;Female;No;Yes;No;27;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);9015;24234;No
7595-EHCDL;Male;No;Yes;Yes;32;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);506;165345;No
6647-ZEDXT;Female;No;No;No;30;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);11045;332705;No
2521-NPUZR;Male;No;Yes;No;70;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);101;70855;No
1307-TVUFB;Male;Yes;No;No;42;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7935;33441;No
7503-MIOGA;Female;Yes;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8985;669735;No
4381-MHQDC;Female;No;No;No;47;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Mailed check;65;28799;No
6923-JHPMP;Female;No;No;No;2;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;8045;1371;No
5138-WVKYJ;Male;No;No;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9855;100855;Yes
4018-PPNDW;Female;No;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;241;15516;No
1635-FJFCC;Female;No;No;No;5;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);4405;20215;No
2499-AJYUA;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1108;788225;No
6919-ELBGL;Male;Yes;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11495;81964;No
3966-HRMZA;Female;Yes;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;7505;2029;No
6425-JWTDV;Male;No;Yes;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1925;8551;No
8405-IGQFX;Female;No;No;No;63;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);9005;5817;No
8224-IVVPA;Female;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;567;165295;No
9477-LGWQI;Male;No;Yes;Yes;70;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);8015;560015;No
1410-RSCMR;Male;No;Yes;Yes;7;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);7135;51575;No
3115-CZMZD;Male;No;No;Yes;0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2025;;No
0139-IVFJG;Female;No;Yes;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;9035;1905;No
6683-VLCTZ;Male;Yes;No;No;20;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9855;18428;Yes
5730-DBDSI;Male;No;No;No;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);197;12538;No
0030-FNXPP;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;572;No
2189-WWOEW;Female;No;No;Yes;15;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);859;126955;Yes
5684-FJVYR;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);9035;65634;No
4013-GUXND;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;208;208;No
1894-IGFSG;Female;No;No;No;22;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;8925;190785;Yes
7379-POKDZ;Male;No;Yes;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;703;20885;Yes
1266-NZYUI;Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);6685;47588;No
7969-FFOWG;Male;No;Yes;Yes;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;199;12926;No
4718-DHSMV;Female;No;No;No;11;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;358;36315;No
5175-WLYXL;Male;No;No;No;22;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;7885;160025;No
7817-OMJNA;Male;No;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);204;2757;No
8728-SKJLR;Male;No;No;No;41;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;7425;30891;No
3137-NYQQI;Male;No;Yes;No;17;Yes;No;DSL;Yes;Yes;No;No;No;Yes;One year;No;Mailed check;648;11756;No
7706-DZNKK;Male;No;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);2045;2373;No
0236-HFWSV;Male;No;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9335;144465;Yes
3900-AQPHZ;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;199;199;Yes
5842-POCOP;Female;No;Yes;No;5;Yes;No;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;889;45415;Yes
2037-XJFUP;Male;No;Yes;No;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;958;303675;Yes
8823-RLPWL;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);11065;806565;No
9505-SQFSW;Female;No;Yes;Yes;3;No;No phone service;DSL;No;Yes;No;No;No;Yes;Month-to-month;No;Mailed check;403;925;No
7314-OXENN;Male;No;No;No;2;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;82;18465;Yes
3758-CKOQL;Female;No;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);107;61523;No
0322-CHQRU;Male;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4535;895;Yes
5676-CFLYY;Male;No;Yes;Yes;71;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);7335;51545;No
7521-AFHAB;Female;No;Yes;Yes;5;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;448;22045;No
0285-INHLN;Male;No;Yes;Yes;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5475;15103;No
4678-DVQEO;Female;No;No;No;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;522;522;Yes
5125-CNDSP;Male;No;No;Yes;63;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);406;258895;No
0691-IFBQW;Female;Yes;No;No;46;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;110;48748;Yes
4992-LTJNE;Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);553;39836;No
2202-OUTMO;Female;No;Yes;No;34;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);6085;20036;No
0810-BDHAW;Female;No;Yes;Yes;24;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;One year;No;Electronic check;784;18324;No
0229-LFJAF;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);6965;490825;No
7131-ZQZNK;Female;No;Yes;Yes;60;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);5985;35902;No
3442-ZHHCC;Male;No;No;No;68;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);769;5023;No
5726-CVNYA;Female;No;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;1985;1466;No
9871-ELEYA;Female;No;No;Yes;34;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);6765;23393;No
4257-GAESD;Female;No;No;No;6;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);45;2987;No
5173-WXOQV;Male;No;Yes;No;2;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;642;14365;No
2040-OBMLJ;Male;No;No;No;31;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;No;Credit card (automatic);817;254865;No
6286-ZHAOK;Female;No;Yes;Yes;20;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);2555;5074;No
3807-XHCJH;Female;No;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20;20;No
3009-JWMPU;Male;No;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;9675;61254;Yes
5671-RQRLP;Female;Yes;Yes;No;70;Yes;Yes;Fiber optic;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);7565;54114;No
1450-GALXR;Female;No;No;No;10;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;985;105825;Yes
8859-AXJZP;Male;No;Yes;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;238;9038;No
3174-AKMAS;Female;No;Yes;No;46;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);642;30095;No
3138-BKYAV;Male;No;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8535;48945;Yes
9926-PJHDQ;Female;No;Yes;Yes;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);768;546845;No
7382-DFJTU;Male;No;No;No;18;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);552;10581;No
2798-NYLMZ;Male;No;Yes;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);10855;7616;No
4289-DTDKW;Male;No;Yes;No;40;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1013;41131;Yes
1820-TQVEV;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6955;6955;Yes
2239-JALAW;Male;No;No;No;58;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);10325;601765;Yes
4853-RULSV;Male;No;No;No;70;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);104;725015;Yes
8098-TDCBU;Female;No;Yes;No;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;2525;11082;No
3551-GAEGL;Male;No;Yes;Yes;34;No;No phone service;DSL;Yes;No;No;No;No;No;One year;No;Bank transfer (automatic);304;93865;No
4785-NKHCX;Male;Yes;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);2005;9415;No
3196-NVXLZ;Female;No;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;846;208805;No
6275-YDUVO;Female;No;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;862;1787;Yes
0036-IHMOT;Female;No;Yes;Yes;55;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1037;565675;No
0115-TFERT;Male;No;Yes;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1112;23171;Yes
4178-EGMON;Male;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);88;598645;No
4220-TINQT;Female;No;Yes;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10635;675135;No
5318-YKDPV;Male;No;Yes;Yes;43;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);7915;35666;No
7975-TZMLR;Male;No;No;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1031;48893;No
0295-QVKPB;Male;No;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);6395;3181;No
4335-BSMJS;Female;No;No;No;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);258;156395;No
2311-QYMUQ;Female;No;Yes;Yes;16;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8945;143025;Yes
3643-AHCFP;Male;Yes;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);956;64435;Yes
9146-JRIOX;Female;No;Yes;Yes;14;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2555;37245;No
3104-OWCGK;Male;No;Yes;Yes;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Electronic check;9095;54534;Yes
5337-IIWKZ;Male;No;Yes;Yes;34;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;4485;14426;No
9101-BWFSS;Female;No;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Electronic check;10855;56107;Yes
9650-VBUOG;Male;No;Yes;Yes;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2505;96395;No
3487-EARAT;Female;No;Yes;Yes;70;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);741;52223;No
2672-TGEFF;Female;No;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;888;334055;No
9231-ZJYAM;Female;Yes;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7885;2928;Yes
4250-WAROZ;Male;Yes;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9325;577455;No
8184-WMOFI;Male;No;Yes;Yes;62;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);714;44873;No
6982-SSHFK;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;444;444;Yes
6092-QZVPP;Male;No;No;No;36;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);792;285495;No
4625-LAMOB;Male;No;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);204;90555;No
0727-BMPLR;Female;Yes;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100;55093;Yes
0392-BZIUW;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);105;75898;No
1038-ZAGBI;Female;No;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;2296;Yes
6549-NNDYT;Female;No;No;No;13;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);3085;3941;No
3027-ZTDHO;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;899;899;Yes
0422-OHQHQ;Female;No;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2055;29595;No
6916-HIJSE;Female;No;No;No;65;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8485;54592;No
2316-ESMLS;Female;No;Yes;Yes;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);3315;44475;No
9778-OGKQZ;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);92;678215;No
7408-OFWXJ;Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);898;651045;No
6007-TCTST;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1158;84765;No
2252-NKNSI;Male;No;No;Yes;52;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;8515;446185;No
8713-IGZSO;Male;No;No;No;2;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2485;62;No
7905-TVXTA;Female;No;No;No;5;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;6435;35265;No
7695-PKLCZ;Female;No;No;No;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);205;14249;No
2382-BCKQJ;Female;No;No;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;10015;641365;Yes
8374-UULRV;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);8605;630965;No
2207-NHRJK;Male;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;508;508;Yes
3224-DFQNQ;Female;No;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;No;Electronic check;89;58986;No
5275-PMFUT;Male;No;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);648;471975;No
4795-UXVCJ;Male;No;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);198;4573;No
9777-IQHWP;Male;No;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);934;58223;No
0947-MUGVO;Male;Yes;Yes;No;20;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7365;14635;Yes
9944-HKVVB;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;951;3074;Yes
4124-MMETB;Male;No;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9465;210455;Yes
3671-SHRSP;Male;No;Yes;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;806;31915;Yes
0979-MOZQI;Male;No;Yes;No;62;No;No phone service;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);39;233745;No
2732-ISEZX;Female;No;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;205;1043;No
3313-QKNKB;Male;No;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;One year;No;Electronic check;8555;508465;Yes
0323-XWWTN;Male;No;No;Yes;3;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;264;12125;No
1937-OTUKY;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);982;70159;No
1573-LGXBA;Male;No;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);9755;5598;No
1764-VUUMT;Male;No;No;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1995;12691;No
5073-WXOYN;Female;No;No;No;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;508;30274;Yes
4713-ZBURT;Male;No;No;Yes;45;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);997;463435;No
3050-GBUSH;Female;No;No;No;3;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);348;11395;No
0207-MDKNV;Female;No;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;1051;158275;Yes
7876-AEHIG;Female;No;No;Yes;51;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);6015;3077;No
7945-HLKEA;Female;No;No;No;60;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Electronic check;6475;40395;No
9342-VNIMQ;Male;No;No;No;33;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);5465;16652;No
9851-KIELU;Male;No;No;No;10;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1101;10433;Yes
3523-BRGUW;Male;Yes;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);193;5042;No
3908-BLSYF;Female;No;No;No;6;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;839;49755;Yes
3199-NPKCN;Female;No;Yes;No;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;11125;751165;No
5170-PTRKA;Female;No;Yes;Yes;49;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Credit card (automatic);358;1782;No
4661-NJEUX;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2005;2005;No
2123-AGEEN;Female;Yes;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8435;60965;No
1258-YMZNM;Female;Yes;No;No;27;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1105;28576;No
0048-LUMLS;Male;No;Yes;Yes;37;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);912;324755;No
7549-MYGPK;Female;No;Yes;Yes;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;10055;621535;Yes
5898-IGSLP;Male;No;Yes;Yes;31;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;893;2823;No
3804-RVTGV;Male;No;Yes;Yes;50;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10385;50179;Yes
6259-WJQLC;Male;Yes;No;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);811;261925;No
9227-LUNBG;Female;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;246;246;Yes
7997-EASSD;Female;No;Yes;No;63;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);812;49651;No
0730-KOAVE;Male;No;No;No;30;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);943;26797;No
8975-SKGRX;Male;No;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1161;831055;No
0678-RLHVP;Female;No;No;No;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check;10555;568225;No
4315-MURBD;Female;No;No;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);989;112095;Yes
2267-FPIMA;Male;No;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);944;49149;No
1051-GEJLJ;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;195;2755;No
9734-YWGEX;Female;No;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);983;9235;Yes
2719-BDAQO;Male;No;No;No;17;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9385;162565;Yes
5285-MVEHD;Female;No;Yes;No;56;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);1056;606865;No
0379-DJQHR;Male;No;Yes;Yes;67;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);8135;53986;No
0781-LKXBR;Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1005;9186;Yes
5543-QDCRY;Male;No;No;No;4;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;564;23485;No
0297-RBCSG;Male;No;No;No;19;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);6535;123185;No
4694-PHWFW;Female;No;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;1709;No
0835-JKADZ;Female;No;No;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;11125;798415;No
